Row,Column,Value,Formula
15,17,=R14+1,=R14+1
15,18,150000,
16,6,Credit Card,
16,7,0.0382,
16,9,Credit Card,
16,10,0,
16,17,=R15+1,=R15+1
16,18,200000,
17,6,Access Advantage,
17,7,N/A,
17,9,Personal Loan,
17,10,7,
17,17,=R16+1,=R16+1
17,18,250000,
18,1,Rental Income Limit,
18,3,0.5,
18,6,Overdraft,
18,7,0.03,
18,9,Overdraft,
18,10,0,
18,17,=R17+1,=R17+1
18,18,300000,
19,1,Supp Rental Allowance,
19,3,0.8,
19,6,Business Overdraft,
19,9,Lease,
19,10,5,
19,17,=R18+1,=R18+1
19,18,Unlimited,
20,1,Overtime Allowance,
20,3,0.8,
20,6,Commercial Bill,
20,7,0.015,
20,9,Hire Purchase,
20,10,5,
21,1,Bonus Allowance,
21,3,0.8,
21,9,Other,
21,10,30,
21,17,Household Expenditure Measure,
22,1,Investment Income Allowance,
22,3,0.8,
22,6,Credit Card Minimum,
22,7,25,
22,9,Margin Loan,
22,10,0,
22,17,Lower,
22,18,Upper,
22,19,"Single, 0 dep",
22,20,"Single, 1 dep",
22,21,"Single, 2 dep",
22,22,"Single, 3 dep",
22,23,"Single, add dep",
22,24,"Couple, 0 dep",
22,25,"Couple, 1 dep",
22,26,"Couple, 2 dep",
22,27,"Couple, 3 dep",
22,28,"Couple, add dep",
22,29,"Couple, add adult",
23,9,HECS,
23,10,0,
23,17,0,
23,18,22000,
23,19,1103,
23,20,1504,
23,21,1895,
23,22,2278,
23,23,383,
23,24,2083,
23,25,2382,
23,26,2639,
23,27,2887,
23,28,248,
23,29,981,
24,1,Last modified,
24,6,MLE Warning Percentage,
24,7,0.5,
24,9,Commercial Bill,
24,10,0,
24,17,=R23+0.01,=R23+0.01
24,18,32000,
24,19,1169,
24,20,1570,
24,21,1961,
24,22,2344,
24,23,383,
24,24,2149,
24,25,2448,
24,26,2705,
24,27,2953,
24,28,248,
24,29,981,
25,1,2021-02-05 00:00:00,
25,17,=R24+0.01,=R24+0.01
25,18,43000,
25,19,1230,
25,20,1631,
25,21,2022,
25,22,2405,
25,23,383,
25,24,2210,
25,25,2509,
25,26,2766,
25,27,3014,
25,28,248,
25,29,980,
26,6,Existing Commitments Buffer,
26,7,0,
26,17,=R25+0.01,=R25+0.01
26,18,54000,
26,19,1320,
26,20,1721,
26,21,2112,
26,22,2494,
26,23,382,
26,24,2300,
26,25,2598,
26,26,2855,
26,27,3103,
26,28,248,
26,29,980,
27,1,Yes,
27,9,Interest Only,
27,17,=R26+0.01,=R26+0.01
27,18,65000,
27,19,1481,
27,20,1882,
27,21,2273,
27,22,2655,
27,23,382,
27,24,2461,
27,25,2759,
27,26,3016,
27,27,3263,
27,28,247,
27,29,979,
28,1,No,
28,6,Tax Free ,
28,7,0.9,
28,9,Owner Occupied,
28,10,5,
28,17,=R27+0.01,=R27+0.01
28,18,86000,
28,19,1690,
28,20,2091,
28,21,2481,
28,22,2862,
28,23,381,
28,24,2668,
28,25,2966,
28,26,3223,
28,27,3470,
28,28,246,
28,29,979,
29,9,Investment,
29,10,5,
29,13,Net to Gross,
29,14,Multiplier,
29,17,=R28+0.01,=R28+0.01
29,18,108000,
29,19,2010,
29,20,2410,
29,21,2801,
29,22,3180,
29,23,380,
29,24,2987,
29,25,3284,
29,26,3542,
29,27,3787,
29,28,245,
29,29,977,
30,6,Pensions,
30,7,0.9,
30,9,Line of Credit,
30,10,0,
30,13,Weekly,
30,14,52,
30,17,=R29+0.01,=R29+0.01
30,18,129000,
30,19,2227,
30,20,2626,
30,21,3017,
30,22,3396,
30,23,379,
30,24,3203,
30,25,3499,
30,26,3758,
30,27,4001,
30,28,243,
30,29,977,
31,13,Fortnightly,
31,14,26,
31,17,=R30+0.01,=R30+0.01
31,18,151000,
31,19,2639,
31,20,3038,
31,21,3428,
31,22,3805,
31,23,377,
31,24,3614,
31,25,3908,
31,26,4168,
31,27,4409,
31,28,241,
31,29,975,
32,6,Assessment Rate,
32,7,0.051,
32,13,Monthly,
32,14,12,
32,17,=R31+0.01,=R31+0.01
32,18,172000,
32,19,2807,
32,20,3206,
32,21,3596,
32,22,3973,
32,23,377,
32,24,3782,
32,25,4076,
32,26,4336,
32,27,4576,
32,28,240,
32,29,974,
33,6,Assessment Rate Buffer,
33,7,0.025,
33,13,Quarterly,
33,14,4,
33,17,=R32+0.01,=R32+0.01
33,18,215000,
33,19,2974,
33,20,3372,
33,21,3762,
33,22,4138,
33,23,376,
33,24,3947,
33,25,4241,
33,26,4501,
33,27,4741,
33,28,239,
33,29,974,
34,13,Half Yearly,
34,14,2,
34,17,=R33+0.01,=R33+0.01
34,18,269000,
34,19,3454,
34,20,3852,
34,21,4241,
34,22,4615,
34,23,374,
34,24,4426,
34,25,4717,
34,26,4979,
34,27,5216,
34,28,237,
34,29,972,
35,13,Yearly,
35,14,1,
35,17,=R34+0.01,=R34+0.01
35,18,323000,
35,19,3920,
35,20,4318,
35,21,4707,
35,22,5079,
35,23,373,
35,24,4891,
35,25,5181,
35,26,5444,
35,27,5678,
35,28,234,
35,29,970,
36,1,LITO,
36,17,=R35+0.01,=R35+0.01
36,18,538000,
36,19,4161,
36,20,4558,
36,21,4947,
36,22,5319,
36,23,372,
36,24,5131,
36,25,5420,
36,26,5684,
36,27,5917,
36,28,233,
36,29,969,
37,1,Taxable_income,
37,2,Offset_tax,
37,3,cent,
37,17,=R36+0.01,=R36+0.01
37,18,Unlimited,
37,19,4396,
37,20,4793,
37,21,5182,
37,22,5554,
37,23,372,
37,24,5365,
37,25,5654,
37,26,5918,
37,27,6151,
37,28,233,
37,29,968,
38,1,37500,
38,2,700,
38,3,0,
38,9,Gross,
38,10,Net,
38,11,Tax Rate,
38,12,Tax Carry,
38,13,Medicare Rate,
39,1,45000,
39,2,700,
39,3,0.05,
39,9,0,
39,10,0,
39,11,0,
39,12,0,
39,13,0,
40,1,66667,
40,2,325,
40,3,0.015,
40,9,=A4,=A4
40,10,"=I40-(IF(I40<=0,0,(I40-VLOOKUP(I40,Data!$A$3:$C$7,1))*VLOOKUP(I40,Data!$A$3:$C$7,2)+VLOOKUP(I40,Data!$A$3:$C$7,3))+IF(I40<=Data!$B$12,0,IF(I40<=Data!$B$13,(I40-Data!$B$12)*Data!$C$12,I40*Data!$C$13)))","=I40-(IF(I40<=0,0,(I40-VLOOKUP(I40,Data!$A$3:$C$7,1))*VLOOKUP(I40,Data!$A$3:$C$7,2)+VLOOKUP(I40,Data!$A$3:$C$7,3))+IF(I40<=Data!$B$12,0,IF(I40<=Data!$B$13,(I40-Data!$B$12)*Data!$C$12,I40*Data!$C$13)))"
40,11,=B4,=B4
40,12,0,
40,13,0,
41,9,=B12,=B12
41,10,"=I41-(IF(I41<=0,0,(I41-VLOOKUP(I41,Data!$A$3:$C$7,1))*VLOOKUP(I41,Data!$A$3:$C$7,2)+VLOOKUP(I41,Data!$A$3:$C$7,3))+IF(I41<=Data!$B$12,0,IF(I41<=Data!$B$13,(I41-Data!$B$12)*Data!$C$12,I41*Data!$C$13)))","=I41-(IF(I41<=0,0,(I41-VLOOKUP(I41,Data!$A$3:$C$7,1))*VLOOKUP(I41,Data!$A$3:$C$7,2)+VLOOKUP(I41,Data!$A$3:$C$7,3))+IF(I41<=Data!$B$12,0,IF(I41<=Data!$B$13,(I41-Data!$B$12)*Data!$C$12,I41*Data!$C$13)))"
41,11,=B4,=B4
41,12,0,
41,13,=C12,=C12
42,1,LMITO,
42,9,=B13,=B13
42,10,"=I42-(IF(I42<=0,0,(I42-VLOOKUP(I42,Data!$A$3:$C$7,1))*VLOOKUP(I42,Data!$A$3:$C$7,2)+VLOOKUP(I42,Data!$A$3:$C$7,3))+IF(I42<=Data!$B$12,0,IF(I42<=Data!$B$13,(I42-Data!$B$12)*Data!$C$12,I42*Data!$C$13)))","=I42-(IF(I42<=0,0,(I42-VLOOKUP(I42,Data!$A$3:$C$7,1))*VLOOKUP(I42,Data!$A$3:$C$7,2)+VLOOKUP(I42,Data!$A$3:$C$7,3))+IF(I42<=Data!$B$12,0,IF(I42<=Data!$B$13,(I42-Data!$B$12)*Data!$C$12,I42*Data!$C$13)))"
42,11,=B4,=B4
42,12,0,
42,13,=C13,=C13
43,1,Taxable_income,
43,2,Offset_tax,
43,3,cent,
43,9,=A5,=A5
43,10,"=I43-(IF(I43<=0,0,(I43-VLOOKUP(I43,Data!$A$3:$C$7,1))*VLOOKUP(I43,Data!$A$3:$C$7,2)+VLOOKUP(I43,Data!$A$3:$C$7,3))+IF(I43<=Data!$B$12,0,IF(I43<=Data!$B$13,(I43-Data!$B$12)*Data!$C$12,I43*Data!$C$13)))","=I43-(IF(I43<=0,0,(I43-VLOOKUP(I43,Data!$A$3:$C$7,1))*VLOOKUP(I43,Data!$A$3:$C$7,2)+VLOOKUP(I43,Data!$A$3:$C$7,3))+IF(I43<=Data!$B$12,0,IF(I43<=Data!$B$13,(I43-Data!$B$12)*Data!$C$12,I43*Data!$C$13)))"
43,11,=B5,=B5
43,12,=C5,=C5
43,13,=C13,=C13
44,1,37000,
44,2,255,
44,3,0,
44,9,=A6,=A6
44,10,"=I44-(IF(I44<=0,0,(I44-VLOOKUP(I44,Data!$A$3:$C$7,1))*VLOOKUP(I44,Data!$A$3:$C$7,2)+VLOOKUP(I44,Data!$A$3:$C$7,3))+IF(I44<=Data!$B$12,0,IF(I44<=Data!$B$13,(I44-Data!$B$12)*Data!$C$12,I44*Data!$C$13)))","=I44-(IF(I44<=0,0,(I44-VLOOKUP(I44,Data!$A$3:$C$7,1))*VLOOKUP(I44,Data!$A$3:$C$7,2)+VLOOKUP(I44,Data!$A$3:$C$7,3))+IF(I44<=Data!$B$12,0,IF(I44<=Data!$B$13,(I44-Data!$B$12)*Data!$C$12,I44*Data!$C$13)))"
44,11,=B6,=B6
44,12,=C6,=C6
44,13,=C13,=C13
45,1,48000,
45,2,255,
45,3,0.075,
45,9,=A7,=A7
45,10,"=I45-(IF(I45<=0,0,(I45-VLOOKUP(I45,Data!$A$3:$C$7,1))*VLOOKUP(I45,Data!$A$3:$C$7,2)+VLOOKUP(I45,Data!$A$3:$C$7,3))+IF(I45<=Data!$B$12,0,IF(I45<=Data!$B$13,(I45-Data!$B$12)*Data!$C$12,I45*Data!$C$13)))","=I45-(IF(I45<=0,0,(I45-VLOOKUP(I45,Data!$A$3:$C$7,1))*VLOOKUP(I45,Data!$A$3:$C$7,2)+VLOOKUP(I45,Data!$A$3:$C$7,3))+IF(I45<=Data!$B$12,0,IF(I45<=Data!$B$13,(I45-Data!$B$12)*Data!$C$12,I45*Data!$C$13)))"
45,11,=B7,=B7
45,12,=C7,=C7
45,13,=C13,=C13
46,1,90000,
46,2,1080,
46,3,0,
47,1,126000,
47,2,1080,
47,3,0.03,
